,Stock Price,Strike Price,Time to Maturity,Risk-Free Rate,Volatility,Option Type,Option Price
35206,292.2337,293.3971,0.5,0.05,0.75,call,63.5622
35207,63.931,281.5837,0.5,0.05,0.75,call,0.0616
35208,99.2162,63.1585,0.5,0.05,0.75,call,41.7013
35209,183.7325,85.1572,0.5,0.05,0.75,call,102.5619
35210,223.3111,290.365,0.5,0.05,0.75,call,28.0931
35211,220.0279,284.8462,0.5,0.05,0.75,call,27.9716
35212,133.2585,213.0714,0.5,0.05,0.75,call,9.7128
35213,144.66,141.6162,0.5,0.05,0.75,call,32.9471
35214,117.3411,241.1221,0.5,0.05,0.75,call,3.8244
35215,166.4475,204.6634,0.5,0.05,0.75,call,23.8585
35216,145.6008,225.2128,0.5,0.05,0.75,call,11.6633
35217,123.8547,201.2426,0.5,0.05,0.75,call,8.6152
35218,145.2948,203.0052,0.5,0.05,0.75,call,15.293
35219,56.8037,223.9639,0.5,0.05,0.75,call,0.1016
35220,83.5718,144.6568,0.5,0.05,0.75,call,4.806
35221,203.5295,201.618,0.5,0.05,0.75,call,45.3721
35222,186.8346,134.499,0.5,0.05,0.75,call,67.956
35223,115.257,256.0968,0.5,0.05,0.75,call,2.8259
35224,152.2797,256.321,0.5,0.05,0.75,call,9.537
35225,108.5979,239.6958,0.5,0.05,0.75,call,2.7299
35226,274.6027,297.3347,0.5,0.05,0.75,call,51.6426
35227,260.286,70.8472,0.5,0.05,0.75,call,191.3261
35228,270.3698,200.5117,0.5,0.05,0.75,call,94.639
35229,127.9357,88.3194,0.5,0.05,0.75,call,49.004
35230,267.972,240.6982,0.5,0.05,0.75,call,70.7604
35231,169.7291,145.408,0.5,0.05,0.75,call,48.3331
35232,174.8928,170.3474,0.5,0.05,0.75,call,40.1968
35233,53.34,135.4078,0.5,0.05,0.75,call,0.7746
35234,218.2506,100.8688,0.5,0.05,0.75,call,122.0798
35235,164.6127,299.4926,0.5,0.05,0.75,call,8.0906
35236,237.6573,80.7609,0.5,0.05,0.75,call,159.3695
35237,174.8585,237.2527,0.5,0.05,0.75,call,19.8215
35238,160.7973,82.3255,0.5,0.05,0.75,call,83.1284
35239,194.5916,295.5764,0.5,0.05,0.75,call,16.396
35240,117.9773,248.9417,0.5,0.05,0.75,call,3.4978
35241,122.1671,269.1597,0.5,0.05,0.75,call,3.0917
35242,70.6828,136.9467,0.5,0.05,0.75,call,2.8234
35243,108.1592,65.8759,0.5,0.05,0.75,call,47.6369
35244,152.56,256.3166,0.5,0.05,0.75,call,9.6082
35245,257.8908,209.2008,0.5,0.05,0.75,call,79.7289
35246,167.3747,278.125,0.5,0.05,0.75,call,10.8953
35247,143.4107,233.5192,0.5,0.05,0.75,call,9.9128
35248,191.3291,289.1534,0.5,0.05,0.75,call,16.3477
35249,237.9888,224.2495,0.5,0.05,0.75,call,57.9801
35250,199.0249,146.1361,0.5,0.05,0.75,call,70.5782
35251,138.2423,94.3934,0.5,0.05,0.75,call,53.6506
35252,199.7865,162.6828,0.5,0.05,0.75,call,61.4238
35253,105.5256,208.6447,0.5,0.05,0.75,call,3.9336
35254,222.5743,242.1238,0.5,0.05,0.75,call,41.4689
35255,103.5282,80.3308,0.5,0.05,0.75,call,34.0944
35256,89.0847,71.9771,0.5,0.05,0.75,call,27.7019
35257,241.4366,257.502,0.5,0.05,0.75,call,46.7888
35258,145.7113,256.9496,0.5,0.05,0.75,call,7.9085
35259,134.764,86.2652,0.5,0.05,0.75,call,56.2997
35260,228.6097,209.6954,0.5,0.05,0.75,call,58.3036
35261,88.8082,180.7799,0.5,0.05,0.75,call,2.9921
35262,190.1537,143.5466,0.5,0.05,0.75,call,65.0121
35263,297.688,276.4913,0.5,0.05,0.75,call,74.3363
35264,154.5057,235.7017,0.5,0.05,0.75,call,12.864
35265,106.5241,110.328,0.5,0.05,0.75,call,21.853
35266,228.1808,74.6753,0.5,0.05,0.75,call,155.7199
35267,220.505,105.8026,0.5,0.05,0.75,call,119.9808
35268,73.539,213.2014,0.5,0.05,0.75,call,0.6027
35269,171.432,79.3999,0.5,0.05,0.75,call,95.7444
35270,114.4205,176.4087,0.5,0.05,0.75,call,9.2496
35271,77.9058,90.7114,0.5,0.05,0.75,call,12.5988
35272,266.1702,215.6577,0.5,0.05,0.75,call,82.4328
35273,99.1832,103.8456,0.5,0.05,0.75,call,19.9271
35274,290.3713,227.8765,0.5,0.05,0.75,call,94.1272
35275,93.8201,222.975,0.5,0.05,0.75,call,1.7765
35276,70.9795,214.5464,0.5,0.05,0.75,call,0.481
35277,284.3101,132.3984,0.5,0.05,0.75,call,158.163
35278,264.8257,53.9978,0.5,0.05,0.75,call,212.1809
35279,150.3469,142.1053,0.5,0.05,0.75,call,36.4332
35280,77.5531,57.2709,0.5,0.05,0.75,call,27.2979
35281,147.4404,90.1048,0.5,0.05,0.75,call,64.7116
35282,51.1596,179.414,0.5,0.05,0.75,call,0.1689
35283,148.5806,233.8194,0.5,0.05,0.75,call,11.3355
35284,63.1902,166.3544,0.5,0.05,0.75,call,0.7885
35285,107.3855,62.1642,0.5,0.05,0.75,call,49.7538
35286,252.8213,149.6305,0.5,0.05,0.75,call,114.6271
35287,159.7943,161.3099,0.5,0.05,0.75,call,34.4054
35288,234.6048,129.2281,0.5,0.05,0.75,call,113.8632
35289,107.8055,78.1572,0.5,0.05,0.75,call,38.8608
35290,161.7708,94.232,0.5,0.05,0.75,call,74.5009
35291,116.3341,136.5929,0.5,0.05,0.75,call,18.4763
35292,70.689,110.9103,0.5,0.05,0.75,call,5.4391
35293,237.7313,276.7404,0.5,0.05,0.75,call,38.4656
35294,148.218,138.6018,0.5,0.05,0.75,call,36.5857
35295,93.5997,50.6631,0.5,0.05,0.75,call,46.145
35296,137.8563,264.406,0.5,0.05,0.75,call,5.6973
35297,148.1916,290.941,0.5,0.05,0.75,call,5.6594
35298,60.7168,156.341,0.5,0.05,0.75,call,0.8313
35299,65.5606,138.888,0.5,0.05,0.75,call,1.9161
35300,61.7884,101.5659,0.5,0.05,0.75,call,4.1538
35301,84.3425,147.9981,0.5,0.05,0.75,call,4.649
35302,253.702,69.4398,0.5,0.05,0.75,call,186.1161
35303,231.5843,214.3627,0.5,0.05,0.75,call,58.1648
35304,132.7473,256.7042,0.5,0.05,0.75,call,5.3368
35305,158.3502,176.2146,0.5,0.05,0.75,call,28.171
35306,68.0018,165.0666,0.5,0.05,0.75,call,1.1842
35307,173.9394,118.3578,0.5,0.05,0.75,call,67.7815
35308,132.7605,126.8036,0.5,0.05,0.75,call,31.5898
35309,291.9534,64.9388,0.5,0.05,0.75,call,228.6584
35310,117.1017,77.2029,0.5,0.05,0.75,call,47.3365
35311,255.2974,246.5955,0.5,0.05,0.75,call,59.5561
35312,144.6295,213.9491,0.5,0.05,0.75,call,13.0996
35313,117.2309,64.07,0.5,0.05,0.75,call,57.3003
35314,106.8155,141.4699,0.5,0.05,0.75,call,12.8523
35315,203.4341,161.5686,0.5,0.05,0.75,call,64.8415
35316,172.4573,88.6147,0.5,0.05,0.75,call,88.8911
35317,75.9744,128.7141,0.5,0.05,0.75,call,4.6657
35318,170.7182,224.3356,0.5,0.05,0.75,call,20.9373
35319,262.4983,259.7405,0.5,0.05,0.75,call,58.6379
35320,296.3277,257.3251,0.5,0.05,0.75,call,82.6154
35321,272.7318,95.4697,0.5,0.05,0.75,call,180.2693
35322,276.1489,207.3683,0.5,0.05,0.75,call,95.0805
35323,70.1686,176.6247,0.5,0.05,0.75,call,1.0551
35324,120.4923,52.2802,0.5,0.05,0.75,call,70.3974
35325,128.8015,109.4439,0.5,0.05,0.75,call,37.1462
35326,277.0015,188.1843,0.5,0.05,0.75,call,108.1483
35327,210.4351,138.2341,0.5,0.05,0.75,call,85.4154
35328,235.8358,248.0997,0.5,0.05,0.75,call,46.9474
35329,258.6394,205.9371,0.5,0.05,0.75,call,82.1384
35330,144.151,242.3005,0.5,0.05,0.75,call,9.0659
35331,76.2258,69.4174,0.5,0.05,0.75,call,19.6756
35332,178.3643,139.377,0.5,0.05,0.75,call,58.1671
35333,283.2922,68.8793,0.5,0.05,0.75,call,216.1856
35334,121.4746,59.7254,0.5,0.05,0.75,call,64.87
35335,201.5647,159.1607,0.5,0.05,0.75,call,64.775
35336,214.3897,94.7281,0.5,0.05,0.75,call,123.7422
35337,132.0567,113.301,0.5,0.05,0.75,call,37.5191
35338,188.7481,171.7542,0.5,0.05,0.75,call,48.7837
35339,297.8297,227.706,0.5,0.05,0.75,call,100.0927
35340,238.6721,142.8466,0.5,0.05,0.75,call,107.0076
35341,124.6538,245.5915,0.5,0.05,0.75,call,4.7036
35342,283.8355,290.4028,0.5,0.05,0.75,call,59.5939
35343,69.4437,171.9337,0.5,0.05,0.75,call,1.1169
35344,55.4979,246.9641,0.5,0.05,0.75,call,0.0504
35345,76.2853,87.5823,0.5,0.05,0.75,call,12.7141
35346,67.7262,56.2371,0.5,0.05,0.75,call,20.2276
35347,225.2185,231.8742,0.5,0.05,0.75,call,46.7305
35348,127.9086,239.3629,0.5,0.05,0.75,call,5.7363
35349,211.0066,121.5277,0.5,0.05,0.75,call,98.2443
35350,295.0817,123.8302,0.5,0.05,0.75,call,176.1607
35351,69.2696,199.0668,0.5,0.05,0.75,call,0.5905
35352,213.3769,266.9722,0.5,0.05,0.75,call,29.3897
35353,132.4445,238.8341,0.5,0.05,0.75,call,6.6976
35354,239.1106,186.6862,0.5,0.05,0.75,call,78.07
35355,197.8578,102.8449,0.5,0.05,0.75,call,101.0092
35356,271.0881,186.0469,0.5,0.05,0.75,call,104.5708
35357,155.3058,289.3807,0.5,0.05,0.75,call,7.0644
35358,167.3154,212.226,0.5,0.05,0.75,call,22.323
35359,299.0124,107.9164,0.5,0.05,0.75,call,194.6049
35360,180.4071,186.5969,0.5,0.05,0.75,call,37.1055
35361,188.8077,165.6923,0.5,0.05,0.75,call,51.767
35362,263.8984,250.7813,0.5,0.05,0.75,call,63.3531
35363,99.2667,217.3473,0.5,0.05,0.75,call,2.571
35364,213.7823,275.3835,0.5,0.05,0.75,call,27.5025
35365,95.2515,253.4627,0.5,0.05,0.75,call,1.1358
35366,158.9597,189.983,0.5,0.05,0.75,call,24.2832
35367,237.218,183.0616,0.5,0.05,0.75,call,78.7135
35368,105.4258,164.5919,0.5,0.05,0.75,call,8.227
35369,53.7467,221.3947,0.5,0.05,0.75,call,0.0756
35370,231.4136,92.753,0.5,0.05,0.75,call,142.0973
35371,155.7974,113.4799,0.5,0.05,0.75,call,55.8252
35372,112.6273,219.1141,0.5,0.05,0.75,call,4.4365
35373,143.9928,94.977,0.5,0.05,0.75,call,58.1752
35374,125.7481,273.0875,0.5,0.05,0.75,call,3.3567
35375,97.0562,130.6185,0.5,0.05,0.75,call,11.2275
35376,247.6221,71.9408,0.5,0.05,0.75,call,177.6549
35377,93.9076,151.415,0.5,0.05,0.75,call,6.6804
35378,191.9132,129.1792,0.5,0.05,0.75,call,75.7445
35379,293.5156,289.989,0.5,0.05,0.75,call,65.7491
35380,72.3834,249.7617,0.5,0.05,0.75,call,0.2593
35381,179.6642,278.4931,0.5,0.05,0.75,call,14.3062
35382,136.4875,127.9317,0.5,0.05,0.75,call,33.5551
35383,112.9524,64.0564,0.5,0.05,0.75,call,53.3675
35384,243.5601,293.7772,0.5,0.05,0.75,call,36.4567
35385,77.4956,289.8968,0.5,0.05,0.75,call,0.1834
35386,133.2732,55.4705,0.5,0.05,0.75,call,79.9744
35387,80.9892,102.3181,0.5,0.05,0.75,call,10.907
35388,116.9073,200.2916,0.5,0.05,0.75,call,6.9386
35389,234.3746,64.8434,0.5,0.05,0.75,call,171.2701
35390,276.7642,79.3033,0.5,0.05,0.75,call,199.6215
35391,146.0263,228.3604,0.5,0.05,0.75,call,11.3413
35392,55.6447,118.3618,0.5,0.05,0.75,call,1.6025
35393,204.2254,284.4902,0.5,0.05,0.75,call,21.661
35394,120.042,189.8469,0.5,0.05,0.75,call,9.0295
35395,230.4175,166.2768,0.5,0.05,0.75,call,83.5504
35396,183.5615,236.43,0.5,0.05,0.75,call,23.6205
35397,284.6685,186.0223,0.5,0.05,0.75,call,116.2305
35398,203.8194,139.6683,0.5,0.05,0.75,call,78.7649
35399,132.2512,172.0054,0.5,0.05,0.75,call,16.6276
35400,130.7271,191.5335,0.5,0.05,0.75,call,12.1502
35401,288.7636,80.6119,0.5,0.05,0.75,call,210.3217
35402,284.6303,104.4232,0.5,0.05,0.75,call,183.6649
35403,276.3155,215.5206,0.5,0.05,0.75,call,90.342
35404,254.0098,107.8104,0.5,0.05,0.75,call,150.5495
35405,282.7425,269.5124,0.5,0.05,0.75,call,67.5152
35406,194.9743,88.0389,0.5,0.05,0.75,call,110.8711
35407,87.7381,214.892,0.5,0.05,0.75,call,1.474
35408,106.7475,245.3031,0.5,0.05,0.75,call,2.3037
35409,162.5361,277.2737,0.5,0.05,0.75,call,9.774
35410,198.4209,282.0022,0.5,0.05,0.75,call,19.9843
35411,67.4461,92.8548,0.5,0.05,0.75,call,7.3709
35412,226.902,246.9572,0.5,0.05,0.75,call,42.232
35413,86.9379,199.8031,0.5,0.05,0.75,call,1.8754
35414,80.1278,165.2911,0.5,0.05,0.75,call,2.576
35415,180.7301,223.7091,0.5,0.05,0.75,call,25.5156
35416,223.7403,175.9125,0.5,0.05,0.75,call,72.339
35417,158.46,231.8402,0.5,0.05,0.75,call,14.7832
35418,82.4132,82.2783,0.5,0.05,0.75,call,18.1117
35419,204.3597,207.8073,0.5,0.05,0.75,call,43.4059
35420,256.3192,206.7262,0.5,0.05,0.75,call,79.9126
35421,284.8568,106.0446,0.5,0.05,0.75,call,182.3836
35422,171.3425,289.7922,0.5,0.05,0.75,call,10.5767
35423,235.9787,93.1213,0.5,0.05,0.75,call,146.2342
35424,98.2673,288.8761,0.5,0.05,0.75,call,0.7564
35425,270.0144,64.3414,0.5,0.05,0.75,call,207.3216
35426,282.6058,219.134,0.5,0.05,0.75,call,93.1566
35427,132.5493,236.2723,0.5,0.05,0.75,call,6.9541
35428,207.4982,80.7039,0.5,0.05,0.75,call,129.6647
35429,247.6101,66.0844,0.5,0.05,0.75,call,183.2732
35430,170.4676,195.3074,0.5,0.05,0.75,call,28.5359
35431,167.5316,270.7481,0.5,0.05,0.75,call,11.8381
35432,208.0068,173.1148,0.5,0.05,0.75,call,61.9125
35433,72.2753,119.6589,0.5,0.05,0.75,call,4.7565
35434,164.8448,86.6159,0.5,0.05,0.75,call,83.3905
35435,71.403,269.0289,0.5,0.05,0.75,call,0.1628
35436,165.0853,206.8293,0.5,0.05,0.75,call,22.6674
35437,205.9203,169.0065,0.5,0.05,0.75,call,62.5782
35438,142.9887,177.7593,0.5,0.05,0.75,call,19.9882
35439,200.8392,155.7006,0.5,0.05,0.75,call,66.2218
35440,242.0694,295.0035,0.5,0.05,0.75,call,35.406
35441,189.5427,248.583,0.5,0.05,0.75,call,23.3568
35442,127.6356,207.7728,0.5,0.05,0.75,call,8.8299
35443,239.0641,277.5447,0.5,0.05,0.75,call,38.9056
35444,288.0969,170.5683,0.5,0.05,0.75,call,130.575
35445,226.5002,208.433,0.5,0.05,0.75,call,57.4528
35446,263.4655,61.1946,0.5,0.05,0.75,call,203.8309
35447,117.4209,62.2639,0.5,0.05,0.75,call,58.9371
35448,144.6894,78.0798,0.5,0.05,0.75,call,71.5234
35449,204.9109,169.5921,0.5,0.05,0.75,call,61.5014
35450,148.0795,193.8872,0.5,0.05,0.75,call,18.3197
35451,232.5434,99.0411,0.5,0.05,0.75,call,137.5205
35452,284.866,66.6652,0.5,0.05,0.75,call,219.9027
35453,106.4084,176.9652,0.5,0.05,0.75,call,6.9095
35454,175.0904,167.6017,0.5,0.05,0.75,call,41.5019
35455,261.8338,90.5075,0.5,0.05,0.75,call,174.1423
35456,148.5756,139.7684,0.5,0.05,0.75,call,36.2995
35457,216.2545,103.668,0.5,0.05,0.75,call,117.7495
35458,144.5335,140.4155,0.5,0.05,0.75,call,33.3722
35459,281.8188,206.7572,0.5,0.05,0.75,call,100.0459
35460,64.9331,214.2514,0.5,0.05,0.75,call,0.2902
35461,227.0882,177.4806,0.5,0.05,0.75,call,74.0392
35462,90.9872,105.4697,0.5,0.05,0.75,call,14.8566
35463,233.6982,244.3003,0.5,0.05,0.75,call,47.0953
35464,69.1029,72.2852,0.5,0.05,0.75,call,13.9081
35465,294.1956,170.0017,0.5,0.05,0.75,call,136.542
35466,171.3604,239.5766,0.5,0.05,0.75,call,18.0071
35467,137.5415,275.1487,0.5,0.05,0.75,call,4.9242
35468,160.6996,110.7266,0.5,0.05,0.75,call,61.6947
35469,112.3968,284.2541,0.5,0.05,0.75,call,1.6577
35470,253.2265,173.953,0.5,0.05,0.75,call,97.5704
35471,139.6973,229.7049,0.5,0.05,0.75,call,9.3823
35472,292.233,139.0372,0.5,0.05,0.75,call,160.0235
35473,148.5545,75.7324,0.5,0.05,0.75,call,77.0694
35474,67.5778,148.3384,0.5,0.05,0.75,call,1.7339
35475,112.0186,66.4373,0.5,0.05,0.75,call,50.682
35476,193.3456,181.7589,0.5,0.05,0.75,call,47.2939
35477,237.7666,79.8425,0.5,0.05,0.75,call,160.3433
35478,61.926,176.8485,0.5,0.05,0.75,call,0.5429
35479,173.6399,231.5124,0.5,0.05,0.75,call,20.5547
35480,112.9407,276.7948,0.5,0.05,0.75,call,1.8925
35481,71.4306,95.7216,0.5,0.05,0.75,call,8.3508
35482,296.7164,298.2789,0.5,0.05,0.75,call,64.3846
35483,293.4281,56.3518,0.5,0.05,0.75,call,238.4818
35484,281.3282,289.966,0.5,0.05,0.75,call,58.2489
35485,191.7297,204.6306,0.5,0.05,0.75,call,37.1047
35486,81.4345,182.7635,0.5,0.05,0.75,call,1.9229
35487,156.646,261.3865,0.5,0.05,0.75,call,10.0704
35488,253.1382,179.4835,0.5,0.05,0.75,call,93.8434
35489,293.7104,190.7529,0.5,0.05,0.75,call,120.7523
35490,176.2698,198.8309,0.5,0.05,0.75,call,30.4908
35491,182.7301,134.2283,0.5,0.05,0.75,call,64.7642
35492,160.1019,76.6332,0.5,0.05,0.75,call,87.2744
35493,215.011,129.0013,0.5,0.05,0.75,call,96.1612
35494,73.2333,260.5966,0.5,0.05,0.75,call,0.2245
35495,265.0809,134.1611,0.5,0.05,0.75,call,138.3369
35496,284.2172,148.4891,0.5,0.05,0.75,call,144.4751
35497,236.4442,55.7484,0.5,0.05,0.75,call,182.121
35498,61.1995,130.2581,0.5,0.05,0.75,call,1.7585
35499,73.3452,278.6261,0.5,0.05,0.75,call,0.1601
35500,152.7658,254.2823,0.5,0.05,0.75,call,9.8939
35501,112.4303,182.5692,0.5,0.05,0.75,call,7.8344
35502,296.187,267.688,0.5,0.05,0.75,call,77.4216
35503,124.9627,148.0351,0.5,0.05,0.75,call,19.4652
35504,164.4973,231.7675,0.5,0.05,0.75,call,16.945
35505,289.9683,67.4453,0.5,0.05,0.75,call,224.2429
35506,261.7589,115.1606,0.5,0.05,0.75,call,151.5235
35507,271.4193,64.5881,0.5,0.05,0.75,call,208.4856
35508,170.3359,105.3418,0.5,0.05,0.75,call,73.8402
35509,274.8144,146.7421,0.5,0.05,0.75,call,137.1089
35510,296.4196,204.345,0.5,0.05,0.75,call,113.7303
35511,231.295,106.0858,0.5,0.05,0.75,call,130.0837
35512,132.0599,168.0384,0.5,0.05,0.75,call,17.4889
35513,59.0295,57.0173,0.5,0.05,0.75,call,13.7705
35514,184.4159,83.8343,0.5,0.05,0.75,call,104.3736
35515,91.6812,50.3822,0.5,0.05,0.75,call,44.5914
35516,290.517,232.9865,0.5,0.05,0.75,call,91.317
35517,214.6418,176.2041,0.5,0.05,0.75,call,65.207
35518,146.4255,209.8261,0.5,0.05,0.75,call,14.4334
35519,145.2022,193.2229,0.5,0.05,0.75,call,17.2701
35520,116.5251,67.0243,0.5,0.05,0.75,call,54.3217
35521,120.5567,171.6116,0.5,0.05,0.75,call,12.0919
35522,253.4038,211.4071,0.5,0.05,0.75,call,75.1511
35523,108.5021,241.7182,0.5,0.05,0.75,call,2.6343
35524,70.3507,56.3718,0.5,0.05,0.75,call,22.1398
35525,228.5695,209.4326,0.5,0.05,0.75,call,58.3988
35526,276.6859,174.5818,0.5,0.05,0.75,call,117.4109
35527,216.7889,111.333,0.5,0.05,0.75,call,111.7918
35528,175.7115,214.3305,0.5,0.05,0.75,call,25.6474
35529,143.1068,271.2547,0.5,0.05,0.75,call,6.152
35530,210.4525,238.3657,0.5,0.05,0.75,call,36.0924
35531,168.4239,90.8526,0.5,0.05,0.75,call,83.2844
35532,158.6769,252.7543,0.5,0.05,0.75,call,11.6925
35533,179.2185,77.3378,0.5,0.05,0.75,call,105.0849
35534,55.9694,179.0977,0.5,0.05,0.75,call,0.2901
35535,81.0237,238.1362,0.5,0.05,0.75,call,0.6242
35536,123.4828,258.494,0.5,0.05,0.75,call,3.7673
35537,219.6931,196.3189,0.5,0.05,0.75,call,58.5022
35538,269.7684,230.7622,0.5,0.05,0.75,call,77.0019
35539,267.9204,102.2423,0.5,0.05,0.75,call,169.2269
35540,178.0921,150.7615,0.5,0.05,0.75,call,51.6576
35541,56.5575,105.8787,0.5,0.05,0.75,call,2.5333
35542,156.8068,160.5895,0.5,0.05,0.75,call,32.8632
35543,204.8633,173.8048,0.5,0.05,0.75,call,59.2233
35544,64.4119,259.2293,0.5,0.05,0.75,call,0.103
35545,216.6054,183.3494,0.5,0.05,0.75,call,62.8367
35546,238.9459,193.2529,0.5,0.05,0.75,call,74.1949
35547,130.7452,279.396,0.5,0.05,0.75,call,3.7026
35548,136.8037,106.538,0.5,0.05,0.75,call,44.8254
35549,222.4779,237.5387,0.5,0.05,0.75,call,43.0228
35550,280.5707,58.2202,0.5,0.05,0.75,call,223.8117
35551,224.378,192.3538,0.5,0.05,0.75,call,63.8294
35552,287.5158,232.5972,0.5,0.05,0.75,call,89.2416
35553,141.962,148.1801,0.5,0.05,0.75,call,28.6912
35554,78.2208,92.2093,0.5,0.05,0.75,call,12.3158
35555,194.3153,156.8273,0.5,0.05,0.75,call,60.5209
35556,156.5508,144.324,0.5,0.05,0.75,call,39.5891
35557,51.4019,83.5446,0.5,0.05,0.75,call,3.5723
35558,231.2819,297.9474,0.5,0.05,0.75,call,29.7486
35559,121.1382,82.0145,0.5,0.05,0.75,call,47.4871
35560,76.9905,216.611,0.5,0.05,0.75,call,0.7212
35561,51.9932,157.3207,0.5,0.05,0.75,call,0.3506
35562,135.0033,227.8067,0.5,0.05,0.75,call,8.3917
35563,166.918,230.6563,0.5,0.05,0.75,call,18.0708
35564,62.2751,65.2022,0.5,0.05,0.75,call,12.5119
35565,113.5069,158.7689,0.5,0.05,0.75,call,11.9129
35566,100.1345,228.1087,0.5,0.05,0.75,call,2.2343
35567,297.7557,249.7694,0.5,0.05,0.75,call,87.5781
35568,212.9381,212.4462,0.5,0.05,0.75,call,46.8547
35569,115.2269,297.2881,0.5,0.05,0.75,call,1.5648
35570,197.5763,268.9218,0.5,0.05,0.75,call,22.2213
35571,295.1143,152.207,0.5,0.05,0.75,call,151.6437
35572,90.3356,58.8969,0.5,0.05,0.75,call,36.9788
35573,106.9548,253.3348,0.5,0.05,0.75,call,2.0522
35574,285.0261,127.7123,0.5,0.05,0.75,call,162.9475
35575,62.9964,283.531,0.5,0.05,0.75,call,0.0536
35576,127.5079,146.6762,0.5,0.05,0.75,call,21.1631
35577,209.6836,256.0271,0.5,0.05,0.75,call,30.5366
35578,154.0248,116.9211,0.5,0.05,0.75,call,52.2676
35579,196.2986,195.9846,0.5,0.05,0.75,call,43.1369
35580,238.2115,86.7893,0.5,0.05,0.75,call,154.2738
35581,111.5896,239.8063,0.5,0.05,0.75,call,3.0959
35582,255.6587,158.3362,0.5,0.05,0.75,call,110.6602
35583,107.1125,252.0547,0.5,0.05,0.75,call,2.1085
35584,54.7809,248.3031,0.5,0.05,0.75,call,0.0447
35585,214.6119,252.8733,0.5,0.05,0.75,call,33.8249
35586,166.1198,199.9361,0.5,0.05,0.75,call,24.9857
35587,159.7407,220.198,0.5,0.05,0.75,call,17.4016
35588,242.284,277.8617,0.5,0.05,0.75,call,40.4734
35589,58.2194,165.7533,0.5,0.05,0.75,call,0.5175
35590,230.2484,101.6151,0.5,0.05,0.75,call,133.0019
35591,221.1685,99.7138,0.5,0.05,0.75,call,125.9005
35592,187.1941,248.0328,0.5,0.05,0.75,call,22.5
35593,230.5608,218.3769,0.5,0.05,0.75,call,55.6695
35594,130.3626,220.763,0.5,0.05,0.75,call,8.0161
35595,100.8801,79.1774,0.5,0.05,0.75,call,32.6962
35596,271.5106,258.9193,0.5,0.05,0.75,call,64.7836
35597,71.5192,280.6404,0.5,0.05,0.75,call,0.1313
35598,233.2051,238.8214,0.5,0.05,0.75,call,48.8782
35599,173.2997,244.6265,0.5,0.05,0.75,call,17.7657
35600,132.4863,191.835,0.5,0.05,0.75,call,12.7065
35601,139.2232,220.2258,0.5,0.05,0.75,call,10.4664
35602,218.0384,240.7908,0.5,0.05,0.75,call,39.4018
35603,277.6324,162.5897,0.5,0.05,0.75,call,127.1929
35604,295.9322,238.412,0.5,0.05,0.75,call,92.41
35605,100.4241,78.4274,0.5,0.05,0.75,call,32.7763
35606,120.2549,209.4053,0.5,0.05,0.75,call,6.7883
35607,72.3698,220.965,0.5,0.05,0.75,call,0.468
35608,294.9922,193.299,0.5,0.05,0.75,call,120.0733
35609,68.5396,108.6721,0.5,0.05,0.75,call,5.1181
35610,271.5853,243.446,0.5,0.05,0.75,call,71.9546
35611,183.7466,81.552,0.5,0.05,0.75,call,105.7342
35612,249.5143,70.9683,0.5,0.05,0.75,call,180.4727
35613,188.8483,78.4376,0.5,0.05,0.75,call,113.4719
35614,52.3489,221.3719,0.5,0.05,0.75,call,0.0636
35615,103.0853,221.2286,0.5,0.05,0.75,call,2.8743
35616,54.2644,153.7332,0.5,0.05,0.75,call,0.493
35617,187.0284,76.6603,0.5,0.05,0.75,call,113.3015
35618,272.8081,183.9795,0.5,0.05,0.75,call,107.4338
35619,179.8227,59.4848,0.5,0.05,0.75,call,122.1174
35620,166.5439,284.2358,0.5,0.05,0.75,call,10.0016
35621,225.5497,223.2251,0.5,0.05,0.75,call,50.3657
35622,168.5514,150.5735,0.5,0.05,0.75,call,44.9054
35623,73.1467,210.7381,0.5,0.05,0.75,call,0.6166
35624,86.2736,189.795,0.5,0.05,0.75,call,2.1955
35625,221.9509,87.1845,0.5,0.05,0.75,call,137.9085
35626,250.7789,143.6037,0.5,0.05,0.75,call,117.4071
35627,237.8171,94.0413,0.5,0.05,0.75,call,147.1957
35628,294.2918,268.6605,0.5,0.05,0.75,call,75.6551
35629,244.7528,256.162,0.5,0.05,0.75,call,49.2095
35630,230.0245,275.1302,0.5,0.05,0.75,call,35.0791
35631,91.9154,98.6427,0.5,0.05,0.75,call,17.5951
35632,290.3811,230.0316,0.5,0.05,0.75,call,92.8925
35633,224.407,168.6136,0.5,0.05,0.75,call,77.2043
35634,79.2295,201.1564,0.5,0.05,0.75,call,1.1499
35635,294.8102,174.9434,0.5,0.05,0.75,call,133.3135
35636,91.4684,93.8613,0.5,0.05,0.75,call,19.0979
35637,79.626,238.1454,0.5,0.05,0.75,call,0.5666
35638,177.9391,207.5983,0.5,0.05,0.75,call,28.6533
35639,74.491,189.4691,0.5,0.05,0.75,call,1.0731
35640,54.689,92.0072,0.5,0.05,0.75,call,3.4303
35641,104.5175,298.7193,0.5,0.05,0.75,call,0.9131
35642,148.5798,186.941,0.5,0.05,0.75,call,20.2015
35643,74.9089,156.922,0.5,0.05,0.75,call,2.2796
35644,293.2757,175.982,0.5,0.05,0.75,call,131.1463
35645,184.118,137.0898,0.5,0.05,0.75,call,64.1114
